shoulders_inclination,hips_inclination
14.893002543613022,6.307461606912107
14.893002543613022,6.307461606912107
14.893002543613022,6.307461606912107
14.893002543613022,6.307461606912107
14.893002543613022,0.0
14.893002543613022,0.0
14.893002543613022,6.307461606912107
14.893002543613022,6.307461606912107
14.893002543613022,0.0
14.893002543613022,5.681113191996226
14.893002543613022,5.681113191996226
14.893002543613022,5.681113191996226
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,0.0
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,6.30746160691205
14.893002543613022,0.0
14.893002543613022,0.0
14.893002543613022,0.0
14.893002543613022,0.0
14.893002543613022,0.0
14.893002543613022,0.0
15.783555074980228,6.30746160691205
19.269000345990406,6.30746160691205
19.269000345990406,6.30746160691205
19.269000345990406,6.30746160691205
19.269000345990406,6.30746160691205
19.269000345990406,6.30746160691205
19.269000345990406,6.30746160691205
19.269000345990406,6.30746160691205
19.269000345990406,6.30746160691205
19.269000345990406,6.30746160691205
15.783555074980228,6.30746160691205
15.783555074980228,6.30746160691205
15.783555074980228,6.30746160691205
15.783555074980228,5.681113191996226
15.783555074980228,5.681113191996226
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
14.893002543613022,0.0
14.893002543613022,0.0
15.783555074980256,6.307461606912107
19.269000345990378,6.307461606912107
19.269000345990378,5.681113191996226
19.269000345990378,5.681113191996226
19.269000345990378,5.681113191996226
19.269000345990378,0.0
15.783555074980256,0.0
15.783555074980256,5.681113191996226
14.89300254361305,5.681113191996226
14.89300254361305,5.681113191996226
14.89300254361305,0.0
14.89300254361305,5.681113191996226
14.89300254361305,6.307461606912107
14.89300254361305,6.307461606912107
14.89300254361305,6.307461606912107
11.494051895136352,6.307461606912107
11.494051895136352,6.307461606912107
11.494051895136352,6.307461606912107
11.494051895136352,0.0
11.494051895136352,6.307461606912107
11.494051895136352,6.307461606912107
11.494051895136352,6.307461606912107
11.494051895136352,6.307461606912107
11.494051895136352,5.681113191996226
14.89300254361305,6.307461606912107
14.89300254361305,6.307461606912107
14.89300254361305,6.307461606912107
14.89300254361305,6.307461606912107
14.89300254361305,5.681113191996226
14.89300254361305,5.681113191996226
14.89300254361305,5.681113191996226
14.89300254361305,5.681113191996226
14.89300254361305,5.681113191996226
14.89300254361305,5.681113191996226
12.180765656825002,6.307461606912107
12.180765656825002,6.307461606912107
12.180765656825002,6.307461606912107
12.180765656825002,6.307461606912107
8.484656086292205,5.681113191996226
9.017350857819167,5.681113191996226
9.017350857819167,5.681113191996226
9.017350857819167,5.681113191996226
9.017350857819167,0.0
9.017350857819167,0.0
9.017350857819167,0.0
9.017350857819167,0.0
9.017350857819167,0.0
9.017350857819167,0.0
