shoulders_inclination,hips_inclination
12.180765656825002,6.30746160691205
8.484656086292205,6.30746160691205
12.96153873907835,12.464129914814672
12.180765656825002,12.464129914814672
12.180765656825002,6.30746160691205
12.180765656825002,6.30746160691205
12.180765656825002,12.464129914814672
12.180765656825002,6.30746160691205
12.180765656825002,6.30746160691205
12.180765656825002,6.30746160691205
12.180765656825002,6.30746160691205
12.180765656825002,6.30746160691205
12.180765656825002,0.0
12.180765656825002,0.0
12.180765656825002,6.307461606912107
12.96153873907835,6.307461606912107
16.792299308673137,6.30746160691205
15.783555074980228,0.0
15.783555074980228,6.30746160691205
19.269000345990406,6.30746160691205
20.48158334936187,6.307461606912107
19.269000345990406,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,0.0
15.783555074980228,6.307461606912107
15.783555074980228,0.0
15.783555074980228,0.0
15.783555074980228,5.681113191996226
15.783555074980228,5.681113191996226
15.783555074980228,5.681113191996226
15.783555074980228,11.251546911443185
16.79229930867311,12.464129914814672
16.79229930867311,6.307461606912107
16.79229930867311,6.307461606912107
15.783555074980228,6.307461606912107
12.180765656825002,6.307461606912107
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
12.180765656825002,0.0
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
12.180765656825002,5.681113191996226
15.783555074980228,5.681113191996226
15.783555074980228,5.681113191996226
15.783555074980228,5.681113191996226
15.783555074980228,5.681113191996226
15.783555074980228,5.681113191996226
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
16.79229930867311,6.307461606912107
16.79229930867311,6.307461606912107
16.79229930867311,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
15.783555074980228,6.307461606912107
14.89300254361305,6.307461606912107
18.193656242755168,6.307461606912107
18.193656242755168,6.307461606912107
18.193656242755168,6.307461606912107
19.269000345990406,6.307461606912107
19.269000345990406,6.307461606912107
19.269000345990406,6.307461606912107
19.269000345990406,12.464129914814672
19.269000345990406,6.307461606912107
19.269000345990406,6.307461606912107
19.269000345990406,6.307461606912107
15.783555074980228,6.307461606912107
19.269000345990406,6.307461606912107
19.269000345990406,7.088234689165412
19.269000345990406,7.088234689165412
19.269000345990406,7.088234689165412
19.269000345990406,6.30746160691205
15.783555074980228,6.30746160691205
12.180765656825002,6.30746160691205
12.180765656825002,6.30746160691205
12.96153873907835,6.30746160691205
9.017350857819167,6.30746160691205
9.017350857819167,6.30746160691205
9.017350857819167,6.30746160691205
9.017350857819167,6.30746160691205
9.017350857819167,6.30746160691205
0.929218745381803,6.30746160691205
5.305216547759187,0.0
0.929218745381803,0.0
0.929218745381803,0.0
0.929218745381803,7.088234689165412
0.929218745381803,0.0
6.610331937378078,7.088234689165412
7.236680352293888,7.088234689165412
7.236680352293888,7.088234689165412
0.929218745381803,8.08813211243737
0.929218745381803,8.08813211243737
7.236680352293888,8.08813211243737
7.236680352293888,8.08813211243737
8.01745343454715,9.413474612633687
7.236680352293888,8.088132112437325
16.79229930867311,8.08813211243737
14.893002543613079,0.0
6.610331937378021,0.0
16.105585546984514,0.0
13.856753084453317,5.681113191996226
20.48158334936187,7.088234689165361
29.083876773797925,7.088234689165412
37.60878194659898,0.0
31.73313026080507,0.0
24.768005531397847,0.0
14.89300254361305,9.413474612633724
9.017350857819196,11.251546911443185
14.89300254361305,0.0
0.929218745381803,0.0
0.929218745381803,0.0
10.34269335801551,0.0
8.017453434547207,0.0
10.34269335801551,0.0
16.79229930867311,0.0
8.01745343454715,0.0
13.393348660196494,0.0
13.393348660196494,0.0
9.017350857819167,0.0
9.017350857819167,0.0
8.01745343454715,0.0
0.929218745381803,13.963783798231235
0.929218745381803,0.0
9.017350857819167,13.963783798231235
0.929218745381803,0.0
0.929218745381803,0.0
10.342693358015481,0.0
0.929218745381803,0.0
0.929218745381803,0.0
19.269000345990406,0.0
45.696914059036345,0.0
27.357132458427742,0.0
27.357132458427742,0.0
27.357132458427742,0.0
45.696914059036345,18.339781600608593
45.696914059036345,18.339781600608593
27.357132458427742,18.339781600608593
27.357132458427742,18.339781600608593
0.929218745381803,0.0
45.696914059036345,0.0
45.696914059036345,0.0
45.696914059036345,0.0
45.696914059036345,0.0
45.696914059036345,0.0
45.696914059036345,0.0
64.03669565964495,0.0
90.4646093726909,0.0
90.4646093726909,0.0
90.4646093726909,0.0
90.4646093726909,0.0
90.4646093726909,0.0
90.4646093726909,0.0
90.4646093726909,0.0
90.4646093726909,0.0
90.4646093726909,0.0
135.23230468634546,0.0
90.4646093726909,0.0
90.4646093726909,26.42791371304595
