timestamp,right_wrist_x,right_wrist_y,left_wrist_x,left_wrist_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y
0.0,313.248233795166,187.79473543167114,325.4831314086914,172.245991230011,336.09447479248047,136.10899686813354,294.94022369384766,144.6601903438568
0.03,310.7388687133789,187.2173523902893,325.91217041015625,173.36170434951782,336.0938262939453,138.4322190284729,294.5660972595215,145.05464673042297
0.07,309.69287872314453,186.94074153900146,325.94276428222656,173.43560457229614,336.0945510864258,139.35637950897217,294.3752670288086,145.21740317344666
0.1,309.36166763305664,186.80214643478394,325.94615936279297,173.41731190681458,336.09100341796875,139.84535694122314,294.2613220214844,145.35403490066528
0.13,309.02395248413086,186.43996238708496,325.92628479003906,173.39466333389282,335.83778381347656,140.32410979270935,294.2633056640625,145.42829990386963
0.17,308.50833892822266,186.0080623626709,325.921630859375,173.38553309440613,335.8049774169922,140.44896125793457,293.99057388305664,145.51504254341125
0.2,308.3082962036133,185.86974620819092,325.9257507324219,173.52185368537903,335.7418441772461,140.62109470367432,293.86545181274414,145.55309772491455
0.23,308.45773696899414,185.89515209197998,325.93116760253906,173.52070569992065,335.7431411743164,140.81244349479675,293.8279151916504,145.71651935577393
0.27,308.7129211425781,185.9121036529541,326.0216522216797,173.81571650505066,335.66112518310547,141.2043035030365,293.78490447998047,145.7364857196808
0.3,308.9923667907715,185.92366933822632,326.04164123535156,173.88647317886353,335.59181213378906,141.41161680221558,293.74670028686523,145.7593810558319
0.33,309.191951751709,185.9354281425476,326.0485076904297,173.90312433242798,335.55389404296875,141.47141933441162,293.71044158935547,145.77768445014954
0.37,309.3491554260254,185.94491243362427,326.04122161865234,173.86634588241577,335.5586624145508,141.40875220298767,293.5927963256836,145.8379054069519
0.4,309.7562599182129,185.9504270553589,326.00242614746094,173.6425745487213,335.5622863769531,141.37043952941895,293.4808921813965,145.82114696502686
0.43,310.0797462463379,185.9347414970398,326.0317611694336,173.5100519657135,335.51944732666016,141.33302807807922,293.3980369567871,145.8027470111847
0.47,310.19474029541016,185.90622425079346,326.0544967651367,173.41381430625916,335.4631805419922,141.304532289505,293.333740234375,145.78008770942688
0.5,310.5159568786621,185.88852167129517,326.1614227294922,173.0928075313568,335.4621124267578,141.23626470565796,293.3424377441406,145.74510097503662
0.53,310.65479278564453,185.81125259399414,326.31431579589844,173.06053519248962,335.46241760253906,141.2249779701233,293.3427429199219,145.71263551712036
0.57,310.7259178161621,185.67349433898926,326.97486877441406,173.02202939987183,335.4674530029297,141.0724675655365,293.310489654541,145.38442969322205
0.6,310.9409713745117,185.66765785217285,327.2273635864258,172.86311388015747,335.47473907470703,140.8969759941101,293.31186294555664,145.2733325958252
0.63,311.0543441772461,185.71919918060303,327.3313903808594,172.55579710006714,335.4383087158203,140.6796419620514,293.3075523376465,145.27164816856384
0.67,309.9288558959961,185.43175220489502,327.88116455078125,172.71618247032166,335.4233169555664,140.6613278388977,293.21971893310547,144.7316873073578
0.7,304.9356460571289,180.95900774002075,327.8797149658203,172.72658944129944,335.4340362548828,140.42540073394775,292.1368980407715,142.84224271774292
0.73,305.5348205566406,176.70501351356506,327.36324310302734,172.69787907600403,335.41229248046875,140.06378531455994,291.6135025024414,142.30022192001343
0.77,304.1796875,173.39489936828613,324.35768127441406,168.57313513755798,334.7599411010742,139.26125764846802,291.04223251342773,141.9580364227295
0.8,299.7554016113281,175.50790071487427,321.50047302246094,171.7814004421234,333.2035446166992,139.6009862422943,291.10034942626953,141.33912205696106
0.83,294.30309295654297,176.21517777442932,321.6156005859375,165.12941479682922,332.94334411621094,138.8800084590912,290.6168556213379,140.54118633270264
0.87,289.41410064697266,176.86633229255676,313.7091064453125,165.19317626953125,331.3208770751953,138.9835524559021,287.8582191467285,139.96538043022156
0.9,287.70654678344727,176.6367781162262,302.61526107788086,171.32435202598572,326.7285919189453,139.17932152748108,285.5922508239746,140.01774787902832
0.93,299.2087745666504,156.49999737739563,306.6897201538086,158.0695080757141,327.07115173339844,137.48324275016785,285.42720794677734,136.88559293746948
0.97,291.6011428833008,164.05479311943054,286.9325256347656,171.0628366470337,311.55216217041016,139.0414559841156,285.84442138671875,135.26798486709595
1.0,277.0992660522461,162.35671877861023,282.12778091430664,164.16032195091248,313.83209228515625,139.08800840377808,283.1561279296875,132.14168787002563
1.03,269.4425582885742,164.3913996219635,275.89569091796875,159.29362535476685,307.52567291259766,140.3541398048401,280.19596099853516,129.29028511047363
1.07,255.26363372802734,165.5689537525177,269.95981216430664,154.31901812553406,307.9966354370117,141.10124230384827,277.48754501342773,128.05164098739624
1.1,268.42370986938477,130.89396715164185,276.89441680908203,133.62046480178833,311.9037437438965,138.54822993278503,276.1539840698242,125.41647791862488
1.13,272.14324951171875,126.83563470840454,281.75390243530273,126.79470419883728,316.13040924072266,138.12336802482605,274.50475692749023,124.53066229820251
1.17,274.39977645874023,125.16102433204651,283.1378173828125,125.76030492782593,316.65924072265625,138.05550813674927,277.8285789489746,121.4594578742981
1.2,261.91843032836914,130.14049172401428,282.42101669311523,119.86801743507385,310.98888397216797,135.4376184940338,275.36388397216797,119.01300430297852
1.23,265.62047958374023,117.60838508605957,280.3668785095215,117.6881217956543,302.41390228271484,133.93287777900696,271.9944381713867,114.26234006881714
1.27,257.32086181640625,107.48303532600403,272.79138565063477,113.71190786361694,287.94763565063477,126.52425169944763,265.5061340332031,109.54212427139282
1.3,254.34236526489258,105.31524181365967,262.17844009399414,103.67038249969482,280.2324867248535,116.27574563026428,266.11026763916016,109.77973580360413
1.33,254.36059951782227,98.42275857925415,255.9036636352539,91.10596060752869,273.7807273864746,109.47313785552979,268.27526092529297,105.4993486404419
1.37,255.9010887145996,88.8190233707428,259.2042541503906,82.52070844173431,275.89569091796875,101.98774695396423,266.54504776000977,99.80100631713867
1.4,255.72145462036133,79.14501428604126,264.39416885375977,79.4789707660675,280.1519775390625,98.0088722705841,266.88907623291016,94.89985942840576
1.43,264.8637390136719,70.11143624782562,264.80777740478516,75.58372735977173,274.62575912475586,96.95255398750305,287.2330093383789,85.18512904644012
1.47,267.03216552734375,62.44146645069122,261.53676986694336,65.83443403244019,267.259521484375,88.67441475391388,297.9063415527344,78.51031243801117
1.5,266.6373062133789,72.98886179924011,264.29025650024414,73.87210249900818,275.0156021118164,88.72282326221466,292.58840560913086,81.06759488582611
1.53,266.60388946533203,69.88381862640381,270.9703063964844,74.34999704360962,272.037410736084,92.97611474990845,296.06876373291016,78.73053789138794
1.57,267.03189849853516,58.53460907936096,271.2192153930664,63.28571319580078,264.2979049682617,91.10128283500671,293.7786865234375,73.7624591588974
1.6,265.8329391479492,66.49366736412048,274.1874122619629,64.2595911026001,269.2774963378906,91.61780118942261,290.87188720703125,78.46072375774384
1.63,264.5127296447754,68.60862672328949,278.9316940307617,71.29322826862335,276.0183334350586,94.1819715499878,289.49169158935547,77.28567481040955
1.67,268.78854751586914,74.65441167354584,277.6846694946289,82.85267472267151,281.610107421875,100.22902250289917,289.1982078552246,79.82133328914642
1.7,273.34558486938477,94.1329300403595,278.1507873535156,108.23065280914307,292.80126571655273,114.47052240371704,286.8755531311035,98.86826276779175
1.73,282.99890518188477,137.96172738075256,288.9409828186035,118.5828959941864,321.6021728515625,130.8808135986328,286.69363021850586,125.20567774772644
1.77,273.28603744506836,127.1012806892395,298.4928321838379,128.26063871383667,335.6270217895508,134.69828367233276,283.91658782958984,138.65132331848145
1.8,302.4436950683594,128.66493344306946,307.5172996520996,133.89398574829102,341.89239501953125,136.30555987358093,286.12375259399414,145.5982232093811
1.83,290.99401473999023,170.73065042495728,309.68297958374023,146.91612124443054,342.7837371826172,130.934876203537,288.53174209594727,143.9411437511444
1.87,314.21443939208984,144.54205513000488,320.84362030029297,143.18625211715698,342.29515075683594,127.22177624702454,289.23839569091797,142.44230389595032
1.9,335.80928802490234,173.39388012886047,331.6600036621094,154.11555647850037,342.8345489501953,125.37235021591187,301.76244735717773,147.7190351486206
1.93,324.9919128417969,160.19108176231384,331.93920135498047,139.16341066360474,349.3246841430664,124.36527729034424,305.7488441467285,146.88873052597046
1.97,306.53438568115234,181.44620418548584,358.6194610595703,113.69374394416809,358.1977081298828,120.13189315795898,298.04784774780273,147.29352951049805
2.0,343.0765914916992,93.2965636253357,352.85266876220703,93.80994915962219,356.4202117919922,116.40374064445496,335.43811798095703,110.66672086715698
2.03,372.01988220214844,78.74273657798767,357.97664642333984,85.89086651802063,347.86563873291016,93.9594554901123,363.2264709472656,98.3452320098877
2.07,374.2671585083008,63.1446236371994,343.4735870361328,75.48405647277832,317.39709854125977,91.63854002952576,363.7177276611328,77.32746362686157
2.1,334.19090270996094,69.80635643005371,345.4907989501953,71.7835146188736,318.6821937561035,90.0627851486206,342.1512985229492,82.95239925384521
2.13,333.3251953125,68.68802011013031,346.96964263916016,63.196760416030884,337.0537567138672,82.16995060443878,335.6611633300781,86.57339215278625
2.17,328.52527618408203,56.01002812385559,325.4378128051758,60.57318985462189,326.75716400146484,80.2900493144989,331.7827606201172,80.38339018821716
2.2,326.624755859375,64.5118260383606,326.9443130493164,65.69655776023865,335.17417907714844,82.26918160915375,323.98765563964844,82.38702178001404
2.23,313.2193374633789,61.525036096572876,310.33254623413086,59.04399812221527,326.67091369628906,75.1952576637268,320.5880355834961,79.3388307094574
2.27,309.15409088134766,55.959007143974304,309.1913414001465,53.05192172527313,315.32236099243164,76.03315830230713,324.9040222167969,70.73756575584412
2.3,309.57611083984375,51.72238826751709,301.6636085510254,51.53885006904602,302.656192779541,78.14392268657684,331.07662200927734,66.05604350566864
2.33,289.0104675292969,46.575443744659424,289.3302536010742,46.57948851585388,309.7860336303711,72.5805276632309,311.1629295349121,69.42009150981903
2.37,282.73487091064453,46.65817379951477,277.5123977661133,53.42832148075104,293.71219635009766,74.90181863307953,312.11605072021484,64.5021539926529
2.4,277.4690818786621,49.57072556018829,277.0669174194336,57.11861729621887,289.06925201416016,82.05921828746796,296.44561767578125,70.71632266044617
2.43,278.197078704834,56.77639961242676,275.91135025024414,59.47890758514404,288.09534072875977,88.6255019903183,296.87469482421875,78.8267970085144
2.47,275.2229309082031,57.894805669784546,279.0383529663086,60.145506262779236,291.51126861572266,90.52757978439331,282.6783752441406,84.79832231998444
2.5,278.8698387145996,74.37223255634308,284.57326889038086,72.8565376996994,293.00384521484375,91.10066056251526,291.4495277404785,89.03056919574738
2.53,278.8710403442383,72.13276505470276,283.67650985717773,74.29425001144409,289.81571197509766,90.79115509986877,295.08228302001953,87.68477082252502
2.57,277.42589950561523,77.47597754001617,282.36621856689453,80.29708206653595,296.2953567504883,94.21428680419922,287.4238586425781,90.5509901046753
2.6,277.2477340698242,74.48735296726227,281.32089614868164,77.14158654212952,282.9250717163086,95.59959411621094,286.579647064209,91.1149513721466
2.63,279.69482421875,73.05979013442993,283.1451416015625,77.41238236427307,276.4082908630371,97.46920108795166,291.61645889282227,92.18043208122253
2.67,280.8976173400879,72.47437119483948,286.08631134033203,80.15651822090149,283.9811325073242,96.40298008918762,291.60165786743164,93.99380922317505
2.7,279.05609130859375,74.00739848613739,295.5942916870117,87.20474123954773,308.2472229003906,96.42088651657104,284.2600440979004,97.14979290962219
2.73,279.3844223022461,75.4118138551712,307.8981399536133,88.90139937400818,320.94688415527344,96.38885021209717,283.36477279663086,98.54854345321655
2.77,279.78748321533203,77.52863466739655,316.79553985595703,95.76199650764465,329.5353317260742,97.16356873512268,283.8504409790039,101.19886636734009
2.8,279.9403953552246,79.49038624763489,313.65238189697266,92.79665350914001,323.6962127685547,96.77897214889526,285.5183410644531,100.6527578830719
2.83,280.1279067993164,81.04440450668335,311.89599990844727,91.6640853881836,321.13407135009766,96.49900317192078,286.32518768310547,100.56300044059753
2.87,280.37317276000977,81.31465315818787,310.77722549438477,91.16475462913513,320.4303741455078,96.24362468719482,286.41149520874023,100.46869397163391
2.9,279.8062515258789,82.48329162597656,309.3210792541504,92.92970180511475,319.0571975708008,96.13016724586487,284.73535537719727,100.69449305534363
2.93,279.97509002685547,83.34542334079742,309.40093994140625,91.65166139602661,319.71593856811523,94.60729479789734,285.35449981689453,100.21447420120239
2.97,280.0258255004883,83.14894080162048,308.99158477783203,91.27534747123718,318.736629486084,94.35807466506958,288.49599838256836,99.93557810783386
3.0,278.81662368774414,69.85936224460602,299.11502838134766,88.03662836551666,315.1686096191406,93.2724130153656,287.54098892211914,96.46749258041382
3.03,278.90697479248047,70.02702176570892,299.87157821655273,87.93374419212341,316.0847473144531,91.74877882003784,287.29930877685547,96.46861910820007
3.07,279.039306640625,62.88591384887695,282.22829818725586,70.29528021812439,285.9641647338867,91.96654200553894,295.6801414489746,84.50890123844147
3.1,278.986873626709,61.30816876888275,283.90573501586914,69.50099766254425,295.6694030761719,86.83475732803345,292.941837310791,87.42674767971039
3.13,278.6069679260254,62.637938261032104,286.2247085571289,73.27775716781616,299.09372329711914,87.15714275836945,290.12792587280273,88.8555657863617
3.17,276.9460105895996,64.50293183326721,294.98584747314453,79.09429371356964,315.15661239624023,87.7082508802414,283.15433502197266,91.56469345092773
3.2,275.4547119140625,65.49029588699341,320.74302673339844,95.25550961494446,335.40924072265625,97.46593952178955,281.3743019104004,95.82823634147644
