timestamp,right_wrist_x,right_wrist_y,left_wrist_x,left_wrist_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y
0.0,303.68457794189453,181.57658100128174,322.5215148925781,177.10941553115845,329.57298278808594,136.55851364135742,294.8614501953125,146.80424094200134
0.03,304.19118881225586,181.57020807266235,322.52567291259766,176.71468019485474,329.5689010620117,135.86209416389465,294.5419692993164,145.15711784362793
0.07,304.40006256103516,181.56246185302734,322.5261688232422,176.56837105751038,329.56615447998047,135.57780146598816,294.2921447753906,144.3110203742981
0.1,304.42358016967773,181.5631914138794,322.5241470336914,176.48841977119446,329.5653533935547,135.37562727928162,294.12654876708984,143.9081311225891
0.13,304.47351455688477,181.598961353302,322.50328063964844,176.44672751426697,329.5489501953125,135.14328360557556,294.0650939941406,143.66616368293762
0.17,304.47132110595703,181.63033246994019,322.50110626220703,176.44694209098816,329.5448303222656,135.0680959224701,294.049015045166,143.5129988193512
0.2,304.46319580078125,181.6500949859619,322.48779296875,176.44993543624878,329.51786041259766,135.0136148929596,294.0357971191406,143.43287587165833
0.23,304.4608688354492,181.66580200195312,322.4760055541992,176.4507293701172,329.5000457763672,135.00053644180298,294.01580810546875,143.40743780136108
0.27,304.46407318115234,181.67886972427368,322.4745178222656,176.38624906539917,329.47731018066406,134.97802734375,294.00293350219727,143.41163277626038
0.3,304.46285247802734,181.70440435409546,322.46238708496094,176.371089220047,329.47425842285156,134.95718121528625,293.98855209350586,143.43761801719666
0.33,304.46142196655273,181.72513246536255,322.4602508544922,176.35159492492676,329.47288513183594,134.92265582084656,293.9484214782715,143.4582495689392
0.37,304.4722366333008,181.73365116119385,322.4835968017578,176.24162435531616,329.47227478027344,134.87234830856323,293.88370513916016,143.47216486930847
0.4,304.4559860229492,181.82701349258423,322.4868392944336,176.23855590820312,329.47120666503906,134.86140489578247,293.8358497619629,143.48293662071228
0.43,304.45398330688477,181.93305730819702,322.5178527832031,176.23793363571167,329.46876525878906,134.859881401062,293.8059997558594,143.51009130477905
0.47,304.4491958618164,182.02135562896729,322.54241943359375,176.2297797203064,329.45178985595703,134.85042929649353,293.79940032958984,143.52183938026428
0.5,304.41625595092773,182.0346164703369,322.60555267333984,176.22930765151978,329.40135955810547,134.79011178016663,293.76169204711914,143.51027369499207
