timestamp,right_wrist_x,right_wrist_y,left_wrist_x,left_wrist_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y
0.0,319.1318130493164,199.1359519958496,324.40319061279297,193.1914472579956,337.5651550292969,155.26983976364136,311.9516372680664,161.1955690383911
0.03,318.9670753479004,199.1980504989624,324.18041229248047,192.0581603050232,336.6960144042969,155.93512415885925,310.74291229248047,162.19270706176758
0.07,318.8559913635254,199.2683458328247,324.0808868408203,190.87135791778564,336.490478515625,156.01033329963684,310.03631591796875,162.68580436706543
0.1,318.85486602783203,199.28484678268433,324.09000396728516,190.4741334915161,336.50413513183594,156.00123524665833,309.99462127685547,162.74907231330872
0.13,318.8546371459961,199.3822431564331,324.37191009521484,190.47067880630493,336.8480682373047,155.93849301338196,310.0539207458496,162.75617480278015
0.17,318.824462890625,199.44940567016602,324.4858169555664,190.43653964996338,337.14073181152344,155.89067459106445,310.0553894042969,162.83028960227966
0.2,318.8092041015625,199.48028326034546,324.57019805908203,190.48112869262695,337.2156524658203,155.8577263355255,310.07205963134766,162.8442370891571
0.23,318.85066986083984,199.50345754623413,324.9031066894531,191.53806924819946,337.2877883911133,156.03466629981995,310.08609771728516,162.95181512832642
0.27,318.97409439086914,199.46129322052002,325.0363540649414,192.13326215744019,337.37342834472656,156.0470473766327,310.14923095703125,162.94487357139587
0.3,319.007511138916,199.4562292098999,325.05863189697266,192.26357460021973,337.37586975097656,156.04640364646912,310.1603126525879,162.9349386692047
0.33,319.02170181274414,199.4043231010437,325.12367248535156,192.2825002670288,337.43858337402344,156.02684497833252,310.25211334228516,162.77926325798035
0.37,319.0568542480469,199.29218530654907,325.2488327026367,192.53604412078857,337.4564743041992,156.02848649024963,310.54744720458984,162.32510089874268
0.4,319.28930282592773,199.00784969329834,325.76507568359375,192.73678064346313,337.55001068115234,156.00492596626282,311.5688133239746,161.3694941997528
0.43,319.30957794189453,198.92714738845825,325.9012222290039,192.8749680519104,337.65350341796875,155.92237830162048,311.59515380859375,161.2137758731842
0.47,319.3095016479492,198.73177528381348,325.8728790283203,193.01010847091675,337.61661529541016,155.91142416000366,311.59130096435547,161.06016039848328
