timestamp,right_wrist_x,right_wrist_y,left_wrist_x,left_wrist_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y
0.0,354.6651077270508,207.8795027732849,280.84131240844727,223.3762550354004,267.0863914489746,205.39032697677612,356.7432403564453,188.6280655860901
0.03,354.86522674560547,277.64519691467285,282.36690521240234,254.81994152069092,267.41710662841797,217.58678197860718,358.7126922607422,223.054518699646
0.07,348.60374450683594,292.5998640060425,278.68478775024414,225.22461891174316,264.20475006103516,195.30863285064697,355.8121871948242,230.84107875823975
0.1,354.73548889160156,262.91454792022705,278.75621795654297,174.31146383285522,263.7480163574219,159.96976733207703,356.7876434326172,217.82938241958618
0.13,356.0194778442383,245.30584573745728,278.89307022094727,192.25550651550293,261.3088035583496,172.24733233451843,355.7192611694336,210.65282106399536
0.17,357.7606964111328,246.3003659248352,278.95023345947266,189.29003477096558,261.6964340209961,169.9952745437622,355.74485778808594,211.2344527244568
0.2,357.6817321777344,254.20427799224854,278.9060401916504,186.6154432296753,261.7988586425781,170.59611082077026,355.79315185546875,215.4387617111206
0.23,357.5595474243164,243.92397165298462,278.85501861572266,182.70381689071655,261.9236183166504,170.66105246543884,353.68919372558594,215.07739305496216
0.27,357.76756286621094,241.07784748077393,280.5830383300781,178.08266043663025,265.2553176879883,166.47552967071533,353.86314392089844,212.80431747436523
0.3,357.64476776123047,230.53680896759033,280.18798828125,156.12138748168945,264.8002243041992,151.8208944797516,353.98460388183594,205.762038230896
0.33,357.6146697998047,231.84789419174194,280.1863479614258,164.1977334022522,263.99892807006836,157.7631676197052,354.0470886230469,209.50698137283325
0.37,357.72911071777344,232.93835163116455,280.46802520751953,172.39876985549927,264.0024948120117,161.77242636680603,354.3044662475586,207.934992313385
0.4,357.74940490722656,228.1524109840393,282.998104095459,177.11618542671204,265.0347328186035,163.49586367607117,353.48846435546875,202.98369884490967
0.43,355.61561584472656,210.3319001197815,283.84700775146484,178.506041765213,263.74996185302734,161.74680590629578,352.82920837402344,187.78031587600708
0.47,354.7586441040039,215.94724416732788,277.1994400024414,178.6121928691864,259.99563217163086,163.13623309135437,351.7673110961914,191.3317322731018
0.5,353.99715423583984,218.03539752960205,276.5142250061035,189.33393716812134,260.218563079834,174.64056015014648,351.94652557373047,198.6416530609131
0.53,353.0573272705078,220.48105716705322,276.27716064453125,188.90774488449097,260.3511047363281,175.4250955581665,352.6643753051758,200.59204816818237
