timestamp,right_wrist_x,right_wrist_y,left_wrist_x,left_wrist_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y
0.0,321.72069549560547,218.9297103881836,333.97003173828125,208.01981449127197,340.9242630004883,171.74319505691528,306.76822662353516,184.0881586074829
0.03,321.7628479003906,218.66284132003784,333.6298370361328,207.65778064727783,339.18846130371094,171.62898659706116,306.7022132873535,183.65097999572754
0.07,321.8649673461914,218.324453830719,333.33812713623047,207.62190341949463,338.20911407470703,171.6706681251526,306.62485122680664,183.39460372924805
0.1,322.12257385253906,218.25156211853027,333.21605682373047,207.53926992416382,337.9100799560547,171.85327291488647,306.6957092285156,183.20148468017578
0.13,322.3777389526367,218.25330018997192,333.1764221191406,207.57928848266602,337.7037811279297,172.090562582016,306.7806053161621,183.12947273254395
0.17,322.8160858154297,218.31642866134644,333.1758499145508,207.73929834365845,337.75306701660156,172.29333758354187,307.04402923583984,182.94495820999146
0.2,323.5145568847656,218.48227500915527,333.2393264770508,207.9176115989685,337.8404998779297,172.5299835205078,307.4997901916504,182.96457052230835
0.23,323.9493179321289,218.52834463119507,333.2770538330078,208.17525386810303,337.86781311035156,173.08497548103333,307.97962188720703,182.97064304351807
0.27,324.5083999633789,218.67485761642456,333.36097717285156,208.28988075256348,337.87925720214844,173.12376022338867,308.57372283935547,183.06196689605713
0.3,325.0090789794922,218.80038499832153,334.0024185180664,208.35461854934692,338.2904815673828,173.12628149986267,309.18670654296875,183.20792198181152
0.33,325.3535461425781,218.8939619064331,334.46937561035156,208.37199926376343,338.70532989501953,173.146151304245,309.88285064697266,183.41123342514038
0.37,325.69942474365234,219.1309404373169,334.9205780029297,208.69824171066284,339.15809631347656,173.1927788257599,310.43588638305664,183.68245840072632
0.4,325.76927185058594,219.1915798187256,335.01583099365234,209.26841497421265,339.65099334716797,173.47561240196228,310.7609558105469,183.98451805114746
0.43,325.8082580566406,219.30895328521729,335.1219940185547,209.47136163711548,340.02391815185547,173.76980781555176,310.9208297729492,184.32116746902466
0.47,326.0566711425781,219.61521863937378,335.38333892822266,209.8367214202881,340.7009506225586,173.8533639907837,311.0379409790039,184.74133014678955
0.5,326.1492919921875,219.6563959121704,335.4541778564453,209.84197854995728,340.85155487060547,173.86164665222168,310.98520278930664,185.0269103050232
0.53,326.1970901489258,219.66064453125,335.79986572265625,209.78949308395386,341.10816955566406,173.71126055717468,310.9663772583008,185.13048648834229
0.57,326.1833953857422,219.6245312690735,336.12300872802734,209.57869291305542,341.19380950927734,173.42678546905518,310.6646728515625,185.11741876602173
0.6,325.8079528808594,219.41235780715942,336.09813690185547,209.57420825958252,341.05987548828125,173.19650173187256,309.9599075317383,184.93165969848633
0.63,324.5643615722656,218.35649013519287,335.52879333496094,209.37853574752808,340.23372650146484,173.09309720993042,308.6502456665039,184.25700902938843
0.67,322.58800506591797,217.3991346359253,332.61138916015625,209.36591863632202,338.0278015136719,173.39364409446716,307.13857650756836,183.88529777526855
0.7,317.65514373779297,216.00884914398193,328.6962127685547,209.3598461151123,336.56455993652344,173.4214210510254,304.8591613769531,182.21893787384033
0.73,313.7663269042969,212.1805214881897,322.89676666259766,209.35534000396729,331.7937469482422,174.53367948532104,302.7175521850586,180.43443202972412
0.77,308.9125633239746,210.29690265655518,315.20397186279297,209.39645290374756,327.1842575073242,174.999418258667,300.5995750427246,178.13521027565002
0.8,300.2273178100586,209.79891300201416,305.9298324584961,209.4124174118042,319.9053382873535,176.46012783050537,298.5330581665039,177.42915630340576
0.83,293.7936782836914,205.15088081359863,298.74868392944336,209.2624282836914,315.03759384155273,176.70631170272827,296.4683532714844,175.286865234375
0.87,287.4811363220215,199.85819578170776,288.3878707885742,205.77173709869385,309.40887451171875,176.60995602607727,295.80535888671875,173.72189283370972
0.9,285.77245712280273,191.069176197052,283.24573516845703,196.1090898513794,308.38571548461914,173.73994946479797,294.72522735595703,170.80581665039062
0.93,278.6427688598633,187.24393844604492,273.17895889282227,189.72847938537598,304.45627212524414,171.858948469162,293.8315963745117,169.24586534500122
0.97,273.10638427734375,181.5046763420105,266.93416595458984,182.41400957107544,300.7306480407715,166.97477459907532,293.171329498291,166.81594491004944
1.0,269.49771881103516,171.36814713478088,264.31528091430664,174.59710836410522,298.93009185791016,162.73513555526733,292.69723892211914,162.1774184703827
1.03,264.65953826904297,166.25921487808228,260.47698974609375,167.46116638183594,294.51513290405273,160.71404814720154,291.1492919921875,160.62610387802124
1.07,304.499454498291,177.41615295410156,258.04073333740234,158.31128239631653,292.54541397094727,158.51086020469666,297.0694923400879,158.3121621608734
1.1,307.25337982177734,173.63208174705505,260.1884460449219,149.78919625282288,290.54576873779297,155.49522042274475,301.16430282592773,151.73022508621216
1.13,278.9650344848633,146.01180911064148,258.61196517944336,141.43285989761353,287.91269302368164,154.4101059436798,294.18628692626953,149.3738079071045
1.17,272.64474868774414,136.90263032913208,259.307861328125,136.59396171569824,287.42923736572266,151.96881294250488,291.53234481811523,145.45751452445984
1.2,276.47424697875977,147.98008918762207,258.5087013244629,128.45065712928772,282.33333587646484,149.22340035438538,291.76647186279297,150.5749547481537
1.23,280.08230209350586,145.0828206539154,261.4094543457031,123.27417612075806,281.9697570800781,146.73320531845093,292.247371673584,152.7028477191925
1.27,272.9429054260254,125.70990085601807,263.1097984313965,121.31529450416565,283.1931686401367,146.25793933868408,289.95080947875977,145.5282711982727
1.3,273.09473037719727,113.78105521202087,263.0290222167969,114.48170185089111,279.8208999633789,142.85917282104492,286.68787002563477,135.6000852584839
1.33,270.299072265625,116.15227818489075,263.71429443359375,110.87708115577698,276.6769790649414,139.6106743812561,283.04025650024414,135.40342569351196
1.37,270.7161521911621,111.95399880409241,265.1995277404785,111.17896914482117,276.34227752685547,138.5576605796814,280.27868270874023,130.4180145263672
1.4,269.4211769104004,110.0016188621521,271.5951156616211,112.79658794403076,278.4642028808594,138.36077570915222,278.0851173400879,127.62850642204285
1.43,270.60001373291016,110.22365212440491,274.38507080078125,114.96628046035767,280.1346778869629,136.90406799316406,276.55261993408203,126.48027420043945
1.47,276.41530990600586,114.54726576805115,277.9166030883789,113.43880534172058,280.994930267334,133.75988602638245,279.12424087524414,125.64411163330078
1.5,282.97290802001953,114.27082657814026,282.77637481689453,116.76165461540222,292.0041275024414,137.5081443786621,278.22784423828125,124.84466314315796
