timestamp,right_wrist_x,right_wrist_y,left_wrist_x,left_wrist_y
0.0,320.2851867675781,198.9761781692505,331.5250778198242,189.26098108291626
0.03,320.75496673583984,199.40642595291138,331.5226745605469,187.49956369400024
0.07,321.00852966308594,199.61299896240234,331.51988983154297,186.84027671813965
0.1,321.1906051635742,199.75893259048462,331.51695251464844,186.62593603134155
0.13,321.68617248535156,199.92256879806519,331.42555236816406,186.42065048217773
0.17,322.0355987548828,200.03455638885498,331.30077362060547,186.49802684783936
0.2,322.20741271972656,200.13980627059937,331.21826171875,186.5605115890503
0.23,322.3392868041992,200.15963315963745,331.18934631347656,186.535964012146
0.27,322.4788284301758,200.17076969146729,331.13677978515625,186.62477731704712
0.3,322.6213836669922,200.17991065979004,331.11488342285156,186.86632633209229
0.33,322.7374267578125,200.20304203033447,331.0847473144531,187.10341215133667
0.37,322.82299041748047,200.24406909942627,331.05648040771484,187.54947423934937
0.4,322.9087829589844,200.3276252746582,331.0533905029297,187.94212818145752
0.43,323.03375244140625,200.4054307937622,331.07303619384766,188.0273151397705
0.47,323.0948257446289,200.40568828582764,331.11961364746094,188.07153940200806
0.5,323.14144134521484,200.38337230682373,331.19747161865234,188.04587602615356
0.53,323.1671905517578,200.34652948379517,331.33365631103516,188.04619789123535
0.57,323.17527770996094,200.24205207824707,331.47281646728516,188.07941436767578
0.6,323.1988525390625,200.21308422088623,330.2726364135742,188.5917592048645
0.63,323.2040023803711,200.18274307250977,329.99698638916016,188.69509935379028
0.67,323.1430435180664,200.0009322166443,330.0352478027344,188.73316526412964
0.7,323.1306457519531,200.17265796661377,329.85374450683594,188.73453855514526
0.73,323.08021545410156,200.6046223640442,330.15316009521484,187.82087087631226
0.77,322.1870422363281,200.49741983413696,330.33275604248047,187.83623456954956
0.8,319.87560272216797,199.2418885231018,329.9617004394531,188.5697865486145
0.83,317.9572105407715,198.58047723770142,328.9386749267578,190.63950777053833
0.87,314.92992401123047,197.94636011123657,327.29888916015625,192.22190380096436
0.9,312.3785400390625,197.70792245864868,325.60176849365234,193.1154227256775
0.93,308.49658966064453,198.39576959609985,321.97837829589844,193.64173650741577
0.97,305.79010009765625,198.42076778411865,318.0470657348633,194.3659543991089
1.0,304.3207359313965,198.313307762146,314.5319175720215,194.04102087020874
1.03,299.6529006958008,198.31871509552002,309.6427917480469,193.92952680587769
1.07,293.5007667541504,199.05303955078125,305.0307846069336,193.6562418937683
1.1,290.2874183654785,197.75231838226318,300.4056739807129,192.6818060874939
1.13,290.59783935546875,193.0917763710022,295.8443832397461,190.91285705566406
1.17,282.36642837524414,190.9096598625183,289.08924102783203,190.25309801101685
1.2,278.8084411621094,178.9545714855194,283.496036529541,185.89543104171753
1.23,271.6761779785156,180.80150842666626,275.1255226135254,183.67149353027344
1.27,269.0301513671875,177.7030634880066,269.1414451599121,178.60179662704468
1.3,287.33449935913086,175.65265417099,263.38062286376953,172.65315055847168
1.33,299.5005416870117,173.72811555862427,261.0146141052246,163.38693380355835
1.37,323.44093322753906,177.25841760635376,259.27053451538086,156.13754510879517
1.4,325.3884506225586,178.43603610992432,251.663818359375,150.44491052627563
1.43,313.7213134765625,172.71032452583313,252.7103042602539,144.25887823104858
1.47,264.72705841064453,136.56461834907532,255.81607818603516,133.85764718055725
1.5,262.20190048217773,110.97777128219604,253.61272811889648,126.86592221260071
1.53,267.92041778564453,109.71630692481995,255.1468849182129,118.02137017250061
1.57,264.0372848510742,106.99941158294678,256.4145851135254,109.90282773971558
1.6,266.4102554321289,100.33682584762573,260.7297897338867,103.67514610290527
1.63,267.38622665405273,94.75022435188293,268.45447540283203,99.30519461631775
