timestamp,right_wrist_x,right_wrist_y,left_wrist_x,left_wrist_y
0.0,308.45611572265625,206.07969760894775,318.96419525146484,196.05894327163696
0.03,308.5923385620117,207.23313331604004,317.9018211364746,197.3670244216919
0.07,308.6042785644531,207.73627281188965,317.37926483154297,197.9604148864746
0.1,308.6123275756836,207.90038108825684,317.19274520874023,198.00504684448242
0.13,308.6209487915039,207.91450023651123,317.20251083374023,197.9921293258667
0.17,308.6186218261719,207.901132106781,316.8766403198242,197.69318103790283
0.2,308.6240768432617,207.8871202468872,316.6131591796875,196.5120005607605
0.23,308.6587905883789,207.85924673080444,316.33371353149414,195.92689275741577
0.27,308.6659622192383,207.82817602157593,316.09546661376953,195.72338819503784
0.3,308.675479888916,207.7237629890442,315.9669876098633,195.73877334594727
0.33,308.6921691894531,207.67923831939697,315.8341598510742,195.85224151611328
0.37,308.6931800842285,207.6614499092102,315.8485984802246,195.89326858520508
0.4,308.6911964416504,207.64400482177734,315.86116790771484,195.92011213302612
0.43,308.49313735961914,207.63198852539062,315.728759765625,196.14794969558716
0.47,307.73244857788086,207.39739179611206,315.3498840332031,196.66538000106812
0.5,306.51220321655273,207.5273609161377,315.17765045166016,197.0226502418518
0.53,305.0404357910156,207.7254581451416,314.95203018188477,197.00844526290894
0.57,303.5791015625,207.9992151260376,314.1340637207031,197.56394147872925
0.6,301.7220687866211,207.96958208084106,312.93643951416016,197.5508952140808
0.63,298.78503799438477,207.78144121170044,311.34490966796875,197.4494218826294
0.67,294.9859619140625,206.65411949157715,308.8998031616211,195.60781717300415
0.7,290.6513977050781,205.8890461921692,303.9939498901367,194.1999363899231
0.73,285.4262351989746,206.6147232055664,298.0124855041504,193.86862993240356
0.77,279.8997497558594,202.13648557662964,293.4830093383789,192.62758255004883
0.8,271.1293601989746,201.8145990371704,284.28455352783203,193.80876302719116
0.83,263.93951416015625,200.45527696609497,277.82888412475586,194.04788732528687
0.87,257.04517364501953,198.21361541748047,272.13306427001953,193.48041772842407
0.9,255.44057846069336,192.2060251235962,265.01882553100586,189.32151317596436
0.93,251.5083885192871,180.42539834976196,263.51186752319336,182.07489252090454
0.97,244.08771514892578,178.74304175376892,253.25054168701172,177.0439910888672
1.0,240.7773208618164,170.74842810630798,249.59903717041016,166.90028429031372
1.03,228.46256256103516,158.853120803833,240.53422927856445,158.50831747055054
1.07,228.35941314697266,146.6706347465515,238.30596923828125,148.01135301589966
1.1,230.19725799560547,134.10525798797607,236.9748306274414,134.4670557975769
1.13,237.3331069946289,121.05640769004822,238.71929168701172,118.46551179885864
1.17,240.44757843017578,103.01731824874878,259.78322982788086,114.15070652961731
1.2,250.85832595825195,90.98037958145142,263.0977439880371,104.1720199584961
1.23,264.7617530822754,92.04729795455933,263.89230728149414,95.7706868648529
1.27,271.72332763671875,85.46423971652985,269.36046600341797,90.48117756843567
1.3,276.30077362060547,84.41171407699585,272.4163246154785,86.04458391666412
1.33,277.6051712036133,85.19304692745209,271.4262390136719,86.35590255260468
1.37,284.0878677368164,95.30334949493408,274.8969078063965,97.33965039253235
1.4,280.1383972167969,103.93098592758179,262.66204833984375,103.07462096214294
1.43,274.9186134338379,162.00739860534668,246.90622329711914,134.84498977661133
1.47,294.7420310974121,175.40696382522583,261.3523483276367,163.2901918888092
1.5,304.616641998291,156.20666027069092,300.49312591552734,188.10469150543213
1.53,321.7582702636719,188.66638898849487,334.77046966552734,183.4105682373047
1.57,341.32713317871094,179.72491264343262,348.77758026123047,178.55684280395508
1.6,361.12998962402344,163.13180208206177,363.53858947753906,162.5477135181427
1.63,368.92345428466797,137.59100317955017,374.9541473388672,140.25417923927307
1.67,366.7230987548828,123.27268481254578,376.73301696777344,112.41919040679932
1.7,362.1141052246094,83.94710719585419,364.7652816772461,86.32181704044342
1.74,358.812255859375,82.60963976383209,349.3795394897461,81.30301773548126
1.77,328.0037307739258,86.81857824325562,333.80409240722656,92.79297351837158
1.8,323.24039459228516,99.65062022209167,333.5169219970703,106.13341212272644
1.84,324.6314239501953,106.52420997619629,317.2638511657715,102.56495833396912
1.87,326.1608123779297,93.16075801849365,321.80397033691406,108.43226909637451
1.9,327.27638244628906,101.3848078250885,298.22702407836914,77.99103677272797
1.94,341.60526275634766,135.06378293037415,297.495059967041,80.12092530727386
1.97,286.3893127441406,83.06640386581421,289.2836570739746,77.49519288539886
2.0,281.22900009155273,78.70002508163452,330.7064437866211,79.40085411071777
2.04,282.89363861083984,80.44977486133575,332.7392578125,87.48913049697876
2.07,282.3089599609375,77.93206036090851,332.29923248291016,77.1001946926117
2.1,281.0653305053711,77.97277092933655,352.5618362426758,108.09316277503967
2.14,282.1831703186035,77.22761571407318,329.4035339355469,81.97604298591614
2.17,282.7768898010254,77.00237989425659,349.95811462402344,113.21305990219116
