timestamp,right_wrist_x,right_wrist_y,left_wrist_x,left_wrist_y
0.0,296.1582374572754,214.05173778533936,311.4352798461914,204.70711469650269
0.03,296.14831924438477,214.17906761169434,311.93872451782227,204.70520496368408
0.07,296.1271667480469,214.25517797470093,312.1664047241211,204.7143030166626
0.1,296.1055374145508,214.2795753479004,312.34325408935547,204.72121238708496
0.13,296.08373641967773,214.29532527923584,312.4934387207031,204.72659826278687
0.17,296.07629776000977,214.3141007423401,312.58214950561523,204.72919464111328
0.2,296.0280418395996,214.314444065094,312.6388931274414,204.72614765167236
0.23,295.98583221435547,214.31450843811035,312.64257431030273,204.72601890563965
0.27,295.94493865966797,214.3038010597229,312.67019271850586,204.71346616744995
0.3,295.9226417541504,214.23391342163086,312.6700782775879,204.6925449371338
0.33,295.896053314209,214.21352863311768,312.64404296875,204.62302207946777
0.37,295.8412170410156,214.177565574646,312.44863510131836,204.61787223815918
0.4,295.78197479248047,214.09806489944458,312.4330139160156,204.31937456130981
0.43,295.64762115478516,214.0508794784546,312.29238510131836,203.9265489578247
0.47,295.42871475219727,214.07570600509644,312.0491409301758,203.55297088623047
0.5,295.18808364868164,214.1809344291687,311.8768882751465,203.47087383270264
0.53,294.2569351196289,214.18192148208618,309.971981048584,203.5570478439331
0.57,292.68444061279297,213.66661548614502,308.0851364135742,203.77501487731934
0.6,290.1930236816406,213.26645135879517,306.02169036865234,204.1789984703064
0.63,287.59952545166016,212.94267654418945,303.08080673217773,204.7757363319397
0.67,283.6854553222656,212.56731748580933,298.4523010253906,204.7710371017456
0.7,278.33608627319336,211.25260591506958,292.0943832397461,205.20808696746826
0.73,270.9503746032715,211.30635738372803,287.59029388427734,205.53643226623535
0.77,264.81685638427734,211.2054204940796,281.9807815551758,205.26628017425537
0.8,258.57309341430664,208.84850978851318,271.14757537841797,204.36887741088867
0.83,247.8329849243164,208.23110818862915,266.8790626525879,201.02152347564697
0.87,239.2258071899414,204.08791065216064,253.80382537841797,200.50939321517944
0.9,230.33306121826172,200.4330039024353,243.9346694946289,198.97682189941406
0.93,220.76507568359375,192.51091718673706,237.413330078125,192.29994535446167
0.97,215.19775390625,183.27534198760986,223.8624382019043,183.6998176574707
1.1,228.66819381713867,133.91823291778564,203.3279037475586,139.25897240638733
1.13,212.6491928100586,129.57762479782104,211.6726303100586,131.7310631275177
1.17,207.83641815185547,113.30833196640015,213.3365249633789,119.53754782676697
1.2,213.47162246704102,104.70788240432739,218.19377899169922,114.6301782131195
1.23,216.3905906677246,93.42689752578735,225.00244140625,107.33411908149719
1.27,231.09649658203125,91.38518929481506,230.68635940551758,102.10321068763733
1.3,244.2338752746582,88.28956067562103,236.73965454101562,97.0503580570221
1.33,244.1912841796875,86.21739327907562,245.24105072021484,92.942715883255
1.37,250.7175636291504,83.29976677894592,249.5773696899414,91.13039016723633
1.4,255.9922981262207,80.99750339984894,253.41800689697266,90.513836145401
1.43,256.66988372802734,82.21237242221832,257.5607681274414,91.9261372089386
1.47,253.26446533203125,86.86058163642883,259.40134048461914,94.619300365448
1.5,251.76025390625,89.89974975585938,252.7497673034668,98.22763323783875
1.53,250.0301170349121,114.26505446434021,250.0235939025879,117.1341061592102
1.57,241.00282669067383,140.0083601474762,251.81537628173828,140.40570259094238
1.6,259.1798782348633,167.51562595367432,256.09045028686523,168.70266437530518
1.63,285.91949462890625,191.3973069190979,299.08050537109375,187.317795753479
1.67,320.5263137817383,198.72859954833984,336.1857604980469,192.8318166732788
1.7,343.75732421875,192.1506643295288,357.9175567626953,181.64734840393066
1.74,373.5953140258789,172.99777150154114,361.79649353027344,165.16345739364624
1.77,381.71104431152344,149.55653071403503,352.2400665283203,135.11560320854187
1.8,389.10194396972656,121.70498728752136,380.6837844848633,132.01268434524536
1.84,383.3055877685547,100.94282269477844,378.2921600341797,111.73966884613037
1.87,381.23268127441406,79.11858916282654,374.9462127685547,87.7648776769638
1.9,367.92564392089844,70.80992639064789,363.1291198730469,75.09109675884247
1.94,358.06819915771484,62.315059304237366,353.74507904052734,68.97630393505096
1.97,340.675048828125,55.08496642112732,340.8445739746094,61.834664940834045
2.0,330.76026916503906,58.09274196624756,335.3135299682617,61.61949276924133
2.04,316.87814712524414,68.80084455013275,322.0879364013672,64.92546021938324
2.07,319.91405487060547,74.10664558410645,323.4618377685547,76.4267349243164
2.1,320.91583251953125,77.28615760803223,326.8855285644531,80.75628161430359
2.14,324.05582427978516,78.93099009990692,328.02223205566406,82.6504522562027
2.17,325.8926010131836,79.0854799747467,329.8168182373047,83.56029510498047
2.2,326.23950958251953,80.20760893821716,329.86236572265625,88.24231624603271
2.24,335.19222259521484,80.962935090065,324.36588287353516,119.9458658695221
2.27,342.19215393066406,85.07060408592224,326.1248016357422,115.11089444160461
2.3,343.8911437988281,87.74691760540009,326.64615631103516,109.14307594299316
